"sentence"	"wordid"
"The soundtrack included ""2 Sides"", a track also <present> on James Armstrong's 2000 album, Got It Goin' On."	"present_adj-nou"
"Walker appeals to Matuzak, who has no knowledge of the alternate <present>."	"present_adj-nou"
"Not until 1977 did the Village Council find a permanent home in the <present> Village Hall complex."	"present_adj-nou"
"Paxton contributed to Brinsmead's <Present> Truth Magazine."	"present_adj-nou"
"Since 1950 the Hungarian part of Hont is divided between the <present> Hungarian counties Pest and Nograd."	"present_adj-nou"
"In one scene Tomax talked to his brother as if he were <present>, despite the scene showing an empty chair."	"present_adj-nou"
"Value Contrasts and Consensus in <Present>-Day Europe: Painting Europe's Moral Landscapes."	"present_adj-nou"
"The most common geologic structure where it is <present> is in sillimanite-quartz veins which are paired closely with gahnite."	"present_adj-nou"
"They also forced Japanese shipping into waters where American submarines were <present>."	"present_adj-nou"
"On April 15, 1977 the station platform was considerably extended, from 35.9 meters to its <present> 61.0 meters in length."	"present_adj-nou"
"From the late eighteenth century to the <present> day."	"present_adj-nou"
"In the <present> Manwantara, Vishnu was again born as Vamana, the son of Kasyapa by Aditi."	"present_adj-nou"
"The third and final school, designed by Walter W. LaChance, was opened in 1909 and remains to the <present> day."	"present_adj-nou"
"Aurelius begs Ares for his help against Hercules, at his request Ares makes himself <present>."	"present_adj-nou"
"Later in the year, he was selected in the Australian Open men's team, where he remains to the <present> time."	"present_adj-nou"
"Federal Medical Centres (FMCs), were established nationwide in states that do not have Federal University Teaching Hospitals <present>."	"present_adj-nou"
"He is the elder son of the <present> Chhatrapati Shahu Maharaj."	"present_adj-nou"
"The TBE virus may be <present> in a seronegative strain or subtype."	"present_adj-nou"
"It is at <present> a multi-racial and co-educational institution open to students of all communities."	"present_adj-nou"
"The archipelago includes a high concentration of historically significant shipwrecks dating from the 17th century to the <present>."	"present_adj-nou"
"In the late 1st century the Romans built a fort, Ardotalia, on high ground above the river in <present>-day Gamesley."	"present_adj-nou"
"At <present>, their remains lie within the Manila North Cemetery."	"present_adj-nou"
"These tubes are best suited to stationary equipment where impact and vibration is not <present>."	"present_adj-nou"
"The episodes were divided by region to <present> the distinct cultural as well as ecological differences."	"present_vrb"
"The syndrome is also <present> in an incomplete form which is more properly defined as dyschromatopsia."	"present_adj-nou"
"It can also <present> with symptoms indicative of hepatosplenomegaly and the resulting upper quadrant pain this causes."	"present_vrb"
"Conversely, when the lines intersect above the road, negative scrub radius is <present>."	"present_adj-nou"
"However, these receptors are also <present> in non-cancerous cells, thus presenting a challenge due to non-specific targeting."	"present_adj-nou"
"The horns are longer than in most other breeds and are also <present> in both males and females."	"present_adj-nou"
"Pregabalin has been shown to cross the placenta in rats and is <present> in the milk of lactating rats."	"present_adj-nou"
"Fisher was <present> at Battle of Marston Moor, but found himself on the losing side."	"present_adj-nou"
"Teplov contributed to the downfall of the emperor and was <present> at his murder in the Ropsha Palace."	"present_adj-nou"
"The programming characteristics of the Nintendo 64 <present> unique challenges, with distinct potential advantages."	"present_vrb"
"This festival continues to the <present> day as the Atlanta Music Festival."	"present_adj-nou"
"Eventually, out of 22 <present>, it is revealed that two characters share the same birthday, May 23."	"present_adj-nou"
"If an external time dependent force is <present>, the harmonic oscillator is described as a driven oscillator."	"present_adj-nou"
"The <present> name comes from the 1840 building of the Kiev Office of the State Bank, hence ""Bank Street""."	"present_adj-nou"
"Fast-forward to the <present>, where Edriss is on trial for treason by the Council of Thirteen."	"present_adj-nou"
"From 1979 to 1988, several additional purchases brought the park up to its <present> size of 816 acres."	"present_adj-nou"
"Furthermore, α-methyl amino acids are generally not <present> in terrestrial chemistry."	"present_adj-nou"
"In Word Worm, the user forms words from adjacent tiles <present> in a rectangular grid."	"present_adj-nou"
"He is a member of the <present> Islamic Consultative Assembly from the electorate of Maragheh and Ajabshir."	"present_adj-nou"
"In 1912 the Bulgarian army acceded Kochan to the <present> Bulgarian state."	"present_adj-nou"
"Schomberg's force then went south to Dundalk Camp and were <present> at the Battle of the Boyne the following year."	"present_adj-nou"
"The permanent collection of paintings spans from the Middle Ages to the <present> day."	"present_adj-nou"
"We want education that teaches us our true history and our role in the <present> day society."	"present_adj-nou"
"In pursuing this direction of modern art, artists wanted to <present> each painting as one unified, cohesive, monolithic image."	"present_vrb"
"Whirlwind D continues to record and perform, using the Solid n Mind name in the <present> day."	"present_adj-nou"
"At <present> the area is served by a single supermarket on the ground floor of the redeveloped Hippodrome site."	"present_adj-nou"
"IBM, the <present> owner of the Lotus brand, renamed it Lotus Word Pro."	"present_adj-nou"
"The provinces were supplanted by the <present> system of counties after the Norman invasion."	"present_adj-nou"
"Bezhetsky Uyezd was situated in the eastern part of the governorate (in the eastern part of the <present>-day Tver Oblast)."	"present_adj-nou"
"Patients initially <present> with mild to moderate impairment of central nervous system function."	"present_vrb"
"Though testosterone is <present> within the female hormonal systems, women have lower levels of testosterone than men."	"present_adj-nou"
"At <present> prototype F-35's have the equivalent of a Lockheed Martin Sniper XR built in."	"present_adj-nou"
"Clinical benefit from these treatments is positively correlated with the number of nonsynonymous mutations <present> in the tumors."	"present_adj-nou"
"Above the <present> modern chancel arch is a pointed opening, now filled in, which may have been a window."	"present_adj-nou"
"In other words, an income in the future needs to be discounted, in some manner, to obtain its <present> equivalent."	"present_adj-nou"
"The diocese in <present> structure and territory was established on May 27, 1997."	"present_adj-nou"
"Kosar's symptoms have included insomnia, slurred speech and a ringing in his head, some <present> for more than a decade."	"present_adj-nou"
"Giovanni Antonio Scopoli noted their presence in Carniola (roughly equivalent to <present>-day Slovenia) in the 18th century."	"present_adj-nou"
"At <present>, his son Sooklek and daughter Soodrak run the Prayoon Foundation to preserve their father's works."	"present_adj-nou"
"He was also a Minister in Mulayam Singh's cabinet in UP.At <present> he is representing Zamania."	"present_adj-nou"
"In the first year at the new location there were four courts, the <present> courts 1, 2, 9 and 10."	"present_adj-nou"
"They settled on the lands that were near the <present> city of Perryville."	"present_adj-nou"
"Brown's party eventually surveyed as far west as <present>-day Little Rock, while Robbins continued north to the Missouri River."	"present_adj-nou"
"They escape any effort at organization and create a mental fusion between past and <present>."	"present_adj-nou"
"Later, Laxman was even <present> during the screentest for the lead character."	"present_adj-nou"
"He adapted and restructured several classics to <produce> notable radio plays."	"produce_vrb"
"Japan, France and the Republic of Korea also contributed, producing 261 000, 238 000 and 115 000 tonnes <produce>, respectively."	"produce_nou"
"China learned from India how to <produce> sugar and began trading it to Japan."	"produce_vrb"
"On January 20, 2012 Screen Gems Production asked to co-<produce> the film in place of MTV Films."	"produce_vrb"
"The organization sold milk products produced from the buffalo milk and <produce> from the farm."	"produce_nou"
"Frequently, bricklayers laid the bricks in such a way as to <produce> dentils in the courses."	"produce_vrb"
"He also taught in a school, established farming in his community, and traded <produce> to Pakeha settlers in Auckland."	"produce_nou"
"At the same time he began to <produce> slower and softer tracks."	"produce_vrb"
"Plants grow from egg-shaped tubers that <produce> short runners and a basal rosette of leaves."	"produce_vrb"
"Their vision was to <produce> a woodland garden, composed of many individual gardens."	"produce_vrb"
"While working in this company, she learned how to <produce> videos."	"produce_vrb"
"The screenplay by Jonathan Stokes was purchased by After Dark Films in 2011 for Joel Silver to executive <produce>."	"produce_vrb"
"As of 2015, Castille continues to <produce> monthly flyers and posters for the show."	"produce_vrb"
"First, courts require that the defense <produce> some evidence to support an allegation of UCI."	"produce_vrb"
"These elements blend in the right proportions to <produce> a rather affecting song."	"produce_vrb"
"The surrounding areas <produce> wheat and other cereal crops."	"produce_vrb"
"Male fetuses <produce> H-Y antigens which may be involved in the sexual differentiation of vertebrates."	"produce_vrb"
"Power: He can <produce> high voltages of electricity, as well as absorb it."	"produce_vrb"
"P. lutea can <produce> multiple flower stalks in spring and can reach as high as 50 cm."	"produce_vrb"
"They then <produce> samizdat literature that breathes hatred against everything human and to the Soviet Union especially."	"produce_vrb"
"Yamano Hajime, using the pen-name Nekojiru-y, took over Nekojiru's world, and continues to <produce> new works."	"produce_vrb"
"The backers were impressed, and contracts were drawn up to <produce> 50 units."	"produce_vrb"
"Coronado students <produce> a weekly television show for the student body, which is downloadable from the school's podcast."	"produce_vrb"
"In 2014, Eastham collaborated with opera singer Tony Henry to compose, record and <produce> the EP Percosi."	"produce_vrb"
"Pharmaceutical companies which <produce> antivenom target their products against the species native to a particular area."	"produce_vrb"
"Gloster therefore embarked on a redesign programme to <produce> a new version of the Meteor with better performance."	"produce_vrb"
"The immediate interpretant is a quality of impression which a sign is fitted to <produce>, a special potentiality."	"produce_vrb"
"The flowers <produce> abundant nectar and attract insects and birds."	"produce_vrb"
"They have a compact body and <produce> an average of one liter of milk each day."	"produce_vrb"
"This stem cell can <produce> red blood cells, platelets, mast cells, dendritic cells, macrophages, lymphocytes, neutrophils, basophils, and eosinophils."	"produce_vrb"
"Talks broke down after more than 20 straight days of bargaining failed to <produce> a new contract."	"produce_vrb"
"The main change made to <produce> the Hydra was the Mk."	"produce_vrb"
"Thus, many tissues producing steroids, including the adrenal glands, testes, and ovaries, <produce> progestogens."	"produce_vrb"
"The fuel should have high heat of combustion and <produce> oxides with low melting point and high boiling point."	"produce_vrb"
"Around the outside of this chamber were Helmholtz coils, which were used to <produce> a uniform surrounding magnetic field."	"produce_vrb"
"The kidneys <produce> their own natriuretic 32-residue peptide."	"produce_vrb"
"Feather obtained the first evidence that neutrons can <produce> nuclear disintegrations."	"produce_vrb"
"He argued that these changes would be inherited by the next generation and <produce> slow adaptation to the environment."	"produce_vrb"
"In 2011, Faisal Tehrani <produce> novel Sebongkah Batu di Kuala Berang with PTS Litera."	"produce_vrb"
"At Turner Upfront TNT has announced to <produce> a pilot for a US remake of the German series."	"produce_vrb"
"Prism rotators use multiple internal reflections to <produce> beams with rotated polarization."	"produce_vrb"
"The pupils plans to use <produce> grown in the gardens in school meals and projects."""	"produce_nou"
"Inspired by Dorothea Lange, she began to <produce> informative social reform photographs."	"produce_vrb"
"To impart education in regulated marketing of agricultural <produce>."	"produce_nou"
"They <produce> a stomach oil made up of wax esters and triglycerides that is stored in the proventriculus."	"produce_vrb"
"The Mission enlisted the help of John Paul Jones to <produce> their second album Children, engineered by Mark 'Spike' Stent."	"produce_vrb"
"The Stage 2 committees, unlike the Stage 1 committees, do not <produce> a report on the Bill."	"produce_vrb"
"He also contributes to or helps <produce> other Washington D.C.-area recordings."	"produce_vrb"
"The film took 18 months to <produce>."	"produce_vrb"
"Hanhart used a complex layering of tint stones, to <produce> work unique in colouration and tonal values."	"produce_vrb"
"In order to <produce> a follow-up picture, Raimi needed nearly $150,000."	"produce_vrb"
"Algaculture could potentially <produce> far more oil per unit area."	"produce_vrb"
"The palm tree forests <produce> ample fruit that attracts oilbirds."	"produce_vrb"
"Selling index options 12 times per year can <produce> significant income."	"produce_vrb"
"Degraide would <produce> one album, a high-energy rock project, and Cosper would helm the second one, an earthy, Americana record."	"produce_vrb"
"Trophozoites then mature to schizonts which divide several times to <produce> new merozoites."	"produce_vrb"
"Male plants <produce> staminate flowers 2 or 3 millimeters wide and female plants produce slightly larger pistillate flowers."	"produce_vrb"
"This school would go on to <produce> fifty world champions and two Olympic champions."	"produce_vrb"
"They <produce> multicolored cardboard and paper skulls in various sizes although the most common is about 75 cm tall."	"produce_vrb"
"Gliocladium can <produce> conidiophores that are branching and vertically oriented, similar to the genera Verticillium, Trichoderma and Penicillium."	"produce_vrb"
"However, when a larger quantity was required the army improvised, using a local dye to <produce> uniform locally."	"produce_vrb"
"This in turn is expected to <produce> more spiritual seeking, although not exclusive to religious institutions."	"produce_vrb"
"Females <produce> litters of one to six young either annually or biennially."	"produce_vrb"
"The same bacteria (and the enzymes they <produce>) also play a large role in the eventual flavor of aged cheeses."	"produce_vrb"
"Burton was set to co-write and co-<produce> the film, with a possibility to direct."	"produce_vrb"
"Modern calculations place the amount of water needed to <produce> one ton of cane at 3-10 cubic meters."	"produce_vrb"
"Everton was the first club to <produce> regular match programmes."	"produce_vrb"
"Buttons are chewed to <produce> the effects or soaked in water to drink."	"produce_vrb"
"Artist Michael Green worked with Coleman Barks to <produce> illustrated version of Rumi's works."	"produce_vrb"
"The beam is frequency doubled to <produce> a green laser."	"produce_vrb"
"The map was drawn at twice final map scale, and photographically reduced to <produce> the five film positives for printing."	"produce_vrb"
"It can also <produce> high quality oil, but this is hard to extract."	"produce_vrb"
"This season featured 19 half-hour segments which were combined and aired to <produce> 14 distinct episodes, directed by 11 directors."	"produce_vrb"
"This forces the plant to produce side branches that <produce> fruit much sooner and more flowers and more fruit."	"produce_vrb"
"Vanguard uses a number of custom sound chips to <produce> digitized voices and custom synthesizer sounds."	"produce_vrb"
"They <produce> a variety of sounds, including clicks and chatters reminiscent of raccoons."	"produce_vrb"
"Hanouna created ""H2O Production"" in April 2010 in order to <produce> his own TV program."	"produce_vrb"
"Although each factor may contribute only a small amount to the inflation, combined, they can <produce> exaggerated scores."	"produce_vrb"
"They also <produce> additional products and accessories such as fireplace inserts, free-standing stoves, gas log sets, and venting products."	"produce_vrb"
"CPB was created and funded by the federal government; it does not <produce> or distribute any programming."	"produce_vrb"
"This to have hind legs suitable to <produce> cured ham."	"produce_vrb"
"More than 600 NPAs associated with either NIB or SourceAmerica <produce> products and services under the AbilityOne Program."	"produce_vrb"
"However, the project was abandoned as Uto's forces harassed the Spanish, gathering the metal used in construction to <produce> krises."	"produce_vrb"
"Altogether, there are more than 123 sugar-producing countries, but only 30% of the <produce> is traded on the international market."	"produce_nou"
"He would then expect them to <produce> results in a matter of weeks, with no other facilitation or investment."	"produce_vrb"
"Mice that <produce> the soluble SCF but not transmembrane SCF suffer from anemia, are sterile, and lack pigmentation."	"produce_vrb"
"In December 2008, Dynamite partnered with Wizard Magazine to <produce> a special #½ issue."	"produce_vrb"
"At 16:00 p.m., the Serbian 1st Army's thrust on Sokol failed to <produce> intended results."	"produce_vrb"
"These active cells <produce> collagenous fibers and ground substance."	"produce_vrb"
"This may <produce> severe adverse effects or even death."	"produce_vrb"
"The engines were to be two <Progress> D-27 propfans rated at 14,000 ehp (10,290 kW) each, driving contra-rotating propellers."	"progress_nou"
"Great Apostasy: Being an Account of the Origin, Rise and <Progress> of Corruption and Tryanny in the Church of Rome."	"progress_nou"
"Contemporary <progress> in philosophy was at a point where Metochites could openly attack Aristotle."	"progress_nou"
"Mary visited him daily, so that it appeared a reconciliation was in <progress>."	"progress_nou"
"In addition, Sarkar introduces many new concepts intended to facilitate both individual and collective <progress>."	"progress_nou"
"Further, it is held as the prerequisite for the spiritual <progress> of a human being (CIF Brahmacharya, Gettha Press, Gorakhpur)."	"progress_nou"
"History of Seneca County, Ohio: A Narrative Account of Its Historical <Progress>, Its People, and Its Principal Interests."	"progress_nou"
"She nonetheless made <progress> in Asheville, and in March 1940, four years after admittance, she was released."	"progress_nou"
"While in that assignment he served as a member of the Committee on Arrangements for the Century of <Progress> Expositions."	"progress_nou"
"Fingleton was unable to distinguish himself on the field while at school, but after joining Waverley, he made quick <progress>."	"progress_nou"
"In 1935, workers from the Works <Progress> Administration improved the park."	"progress_nou"
"At one instance, Arkarian confesses to Isabel that he would die for her, but their relationship still fails to <progress>."	"progress_vrb"
"The involvement of Greece in World War II came as a major setback to the city's <progress>."	"progress_nou"
"They are currently in power and stand for stability and economic <progress>."	"progress_nou"
"Since its establishment around 2009 according to some sources, the Chinatown has been a ""work in <progress>""."	"progress_nou"
"You cannot <progress> in the storyline without speaking to Al Sinha."	"progress_vrb"
"The new discovery and subsequent work led to important <progress> in the scientific knowledge of these special worms."	"progress_nou"
"The framework to measure <progress> towards this was provided by a set of eight Millennium Development Goals (MDGs)."	"progress_nou"
"Much <progress> was made, the General Manager resigned, and Boxer was hired to manage the property."	"progress_nou"
"Myers's research involved asking people to run database searches, some with a <progress> bar and some without."	"progress_nou"
"The defeat of boss enemies allows the player to acquire new abilities to <progress> further in the game."	"progress_vrb"
"With Johnson steering the team, the Reds made steady <progress> upward."	"progress_nou"
"The recruitment process consists of four datebooks, dressing from more casual to formal as the datebooks <progress>."	"progress_vrb"
"The Center for American <Progress> (CAP) is a progressive public policy research and advocacy organization."	"progress_nou"
"The building was built by the Civil Works Administration, a predecessor of the Works <Progress> Administration, in 1934."	"progress_nou"
"The students are making good <progress> and their achievements are good."	"progress_nou"
"No <progress> was made on issues in question."	"progress_nou"
"Plushenko made quick <progress> on the international scene."	"progress_nou"
"The country's <progress> in health is hampered by exceedingly high rates of obesity, diabetes and genetic disorders."	"progress_nou"
"<Progress> of civil works up to December 2016 is 86.34%."	"progress_nou"
"The Social <Progress> Index measures the extent to which countries provide for the social and environmental needs of their citizens."	"progress_nou"
"The pink ribbon is associated with individual generosity, faith in scientific <progress>, and a ""can-do"" attitude."	"progress_nou"
"The intermediate stages (larva, protonymph, and deutonymph) must shed at least once to <progress> into the next stage."	"progress_vrb"
"Both the President and Anthony Van Jones have applauded the commitment to <progress> over party."	"progress_nou"
"The idea of evolutionary <progress> was subjected to some fierce criticism in the latter part of the twentieth century."	"progress_nou"
"Testing is still in <progress> to determine whether this treatment can be used effectively in humans."	"progress_nou"
"The <progress> achieved by the science teams would ultimately sustain a perpetual chain of life."	"progress_nou"
"Security systems must be avoided or deactivated in order to <progress> through each level."	"progress_vrb"
"Her work on the Hartog Education Committee, which incorporated a study of educational <progress> in India, is a great achievement."	"progress_nou"
"Asides from the <progress> of Sipe, another diamond in the rough was Greg Pruitt."	"progress_nou"
"Thus, <progress> toward one goal represents progress toward the other."	"progress_nou"
"Learning as transformation: Critical Perspectives on a theory in <Progress>, Jossey-Bass Inc2009."	"progress_nou"
"However, in <Progress> and Poverty, George did not favor the idea of nationalization."	"progress_nou"
"This is a reference to the Works <Progress> Administration, a New Deal program that was prominent in the 1930s."	"progress_nou"
"The guardian didn't need to declare for him but he could at least not impede his <progress>."	"progress_nou"
"All other boats <progress> to the repechage round, which offers a second chance to qualify for the semi-finals."	"progress_vrb"
"Western campaigns by Union forces earlier in 1862 had reaped much <progress>."	"progress_nou"
"They have retained their distinct identity and have contributed richly to India's <progress> in all sectors of development."	"progress_nou"
"History of Medicine in New York: Three Centuries of Medical <Progress>."	"progress_nou"
"Other areas of the district showed <progress> as well with Yla-Vuoksen Palloseura (YVPS) from Enso finishing second in 1939."	"progress_nou"
"Buffalo County, Nebraska, and Its People: A Record of Settlement, Organization, <Progress> and Achievement, Volume 1."	"progress_nou"
"The true path of <progress> seems to lie in farther development along these lines."	"progress_nou"
"We're not making the <progress> I want on meth labs."	"progress_nou"
"Crude tools, green and wet timbers, and the cold winter months caused slow <progress> in the construction of Le Griffon."	"progress_nou"
"The win allowed the team to <progress> to the fourth round of the competition."	"progress_vrb"
"Egypt, pre 2011 revolution, had been making <progress> in education, access to vaccines and sanitized water for children."	"progress_nou"
"<Progress> of the development of each learning area is published and updated regularly on the official site."	"progress_nou"
"The Academic Performance Index (API) is a measurement of academic performance and <progress> of individual schools in California, United States."	"progress_nou"
"Following the 1994 <Progress> Party national convention he left the Progress Party."	"progress_nou"
"He worked as political advisor and aide to the <Progress> Party parliamentary group from 1995 to 1997."	"progress_nou"
"By the end of 2011, all 11 campuses had regained full accreditation after demonstrating significant <progress> in this area."	"progress_nou"
"Jenny Clover (February 1, 2013), Germany says unfreezing Rwandan aid but to watch <progress> on Congo Reuters."	"progress_nou"
"Instead, you alternate between suits as you <progress> through the story."	"progress_vrb"
"Lee Denney attends Obama speech, welcomes him to Cushing and applauds pipeline <progress> -- but disagrees on priorities""."	"progress_nou"
"The components are more readily available now but it is still a work in <progress>."	"progress_nou"
"On Tuesday, August 29, the affected workers received an e-mail: ""The work force reduction notification is currently in <progress>."	"progress_nou"
"Two teams from the qualifier group <progress> and the remainder of the competition is knock-out."	"progress_vrb"
"Urbino is a medical doctor devoted to science, modernity, and ""order and <progress>""."	"progress_nou"
"<Progress> was rapid and very encouraging with hundreds of children turning up on Saturday morning coaching clinics."	"progress_nou"
"He suffered a knee injury during this match, and this hampered his <progress> at the club."	"progress_nou"
"Over the next eight years, ten constitutional conventions were called, each making some <progress> toward a viable constitution."	"progress_nou"
"Additional attachment slots can be unlocked as players <progress>."	"progress_vrb"
"However, as the books <progress>, she becomes increasingly open-minded, and her range expands greatly."	"progress_vrb"
"Christy Harvey is the Director of Strategic Communications at the Center for American <Progress>."	"progress_nou"
"This idea is particularly important since as learners <progress>, characters often get more complex."	"progress_vrb"
"It served as Destro's personal aircraft, used to survey the <progress> of his Iron Grenadiers on the battleground."	"progress_nou"
"This can present as a local cellulitis, though can <progress> to subcutaneous abscess and sepsis."	"progress_vrb"
"They continually interrupted the lawyers' work with new demands, meaning that by 8 November practically no <progress> had been made."	"progress_nou"
"Much <progress> has been made since, though there is still debate as to the details."	"progress_nou"
"District AYP status historyIn 2011, Claysburg-Kimmel School District achieved Adequate Yearly <Progress> (AYP)."	"progress_nou"
"Freed from interruption, Bartlow is able to make excellent <progress> on the script."	"progress_nou"
"Frustrated by this lack of <progress>, Lieutenant General Friedrich Weber ordered an all out assault on the line."	"progress_nou"
"In the summer of 2011, works for Phase III finally started while fund-raising is still in <progress>."	"progress_nou"
"He is also known for his use of adaptation as a major factor for human <progress>."	"progress_nou"
"In the third assertion, the consciousness-only view of conventional appearances is the best way to <progress>."	"progress_vrb"
"Recent <progress> in understanding the evolution of carnivorous Lentibulariaceae (Lamiales)."	"progress_nou"
"As his <Progress> Reports show, he was part of the N-W.P. and Oudh Circle of the Archaeological Survey."	"progress_nou"
"In addition, the <progress> of the flame is generally described by transport equations for a limited number of control variables."	"progress_nou"
"This new rehearsal space allowed the band to set up a mini recording studio where they could track their <progress>."	"progress_nou"
"The <project> has three buildings, four floors to a building and four rooms to an apartment."	"project_nou"
"The goal of the <project> is to create a distinct style of beer for Quebec."	"project_nou"
"Financial burdens through this part of the <project> caused further delays."	"project_nou"
"New York City Guide, Volume 1, Federal Writer's <Project>, 1939, pg."	"project_nou"
"It could be said that Vidyavihar has gained prominence due to this <project>."	"project_nou"
"The <project> covered protection of 546 hectares and enhancement planting in 39 hectares."	"project_nou"
"Pain of Salvation described its next <project> as a two album concept."	"project_nou"
"The <project> is looking to begin production in Montreal around June 2016."	"project_nou"
"The assessment found that coral reefs and mangroves within the allotted 350-hectare <project> would be harmed."	"project_nou"
"In September 2007, Iran Daily reported that the Tehran monorail <project> will become operational by 2011."	"project_nou"
"Bays <project> on the west and south."	"project_vrb"
"The <project> has been featured in several notable news agencies such as Gizmag and Metro UK."	"project_nou"
"Ronson was one of the artists featured in the 2012 documentary Re:GENERATION Music <Project>."	"project_nou"
"The <project> involved building the new causeway to the north of the original alignment, using pre-cast concrete segments."	"project_nou"
"After earning his degree, Quarterman was hired to work on the Manhattan <Project>."	"project_nou"
"The <project> is collaborating with a number of groups representing various demographics within Sutton's population."	"project_nou"
"Also assisting the <project> was Parker Dozhier, a bait shop owner who was reportedly obsessed with bringing down Bill Clinton."	"project_nou"
"As of 2017, there were 346 students participating in the <project>."	"project_nou"
"Miranda Bailey (Chandra Wilson) was on a <project> mapping out the human genome."	"project_nou"
"The Mark IV would have been a 1,000 feet (300 m) diameter standalone telescope, built as a national <project>."	"project_nou"
"The ability of the engineers to understand the complexity of a <project> this size has also come into question."	"project_nou"
"In September 2012, the <project> acquired its first vehicle, an ex Mark 1 coach Brake Gangwayed."	"project_nou"
"CSX has a similar goal with National Gateway <Project> project which is also upgrading bridges and tunnels."	"project_nou"
"Silverstein then attempted a failed Indiegogo <project> to raise money to build a better version of the site."	"project_nou"
"An FBI affidavit stated QED to be ""an extremely sensitive <project>."	"project_nou"
"They called their first <project>, a 1-story stone cabin, Pendarvis."	"project_nou"
"The entire operation, known as the ""Under One Roof"" <project>, totaled over 15 million dollars."	"project_nou"
"Chua Jin Sen (better known as Dr Jia Jia)'s involvement in the <project> kindled public interest."	"project_nou"
"As a part of his work he has been a Faculty Fellow for Project Cyclops and <Project> OASIS for NASA."	"project_nou"
"He holds the <Project> Management Professional certification along with several IT/Telecommunication certifications."	"project_nou"
"The <project> is currently directed by Peter Funke."	"project_nou"
"This <project> was estimated to cost 75 million dollars, entirely funded by the Government of Canada."	"project_nou"
"It was later announced that the Channel Orange <project> was actually his debut album and would launch a corresponding tour."	"project_nou"
"The following year he exhibited part of the <project> Inverse at the Galleria Il Ponte Contemporanea of Rome."	"project_nou"
"The operating system developed at <Project> Genie was the Berkeley Timesharing System."	"project_nou"
"The <project> was terminated in 1975, in part because of anticipated software incompatibilities between FS and 360/370."	"project_nou"
"Low Tien Sio, SMRTC's general manager (<project> administration) served as the secretary."	"project_nou"
"UNESCO launched the Slave Route <Project> in 1994."	"project_nou"
"Howard Besser's websiteMuseum Educational Site Licensing <Project> papers, 1983, 1992-1999, undated, bulk 1996-1998."	"project_nou"
"Turning Point developed out of a <project> in South East London and was founded by Barry Richards in 1964."	"project_nou"
"Work on the ship began on September 18, 2012 under the Luqman <Project>, after being confirmed by Ayatollah Ali Khamenei."	"project_nou"
"In 1982, MacGowan and Jem Finer were seeking an accordion player for their latest <project>."	"project_nou"
"Financing of the arena <project> was difficult."	"project_nou"
"WTI began as a <project> of The Moratorium Campaign, led by Jené O'Keefe."	"project_nou"
"They were employed in a <project> to complete the Overseas Highway connecting the mainland with Key West."	"project_nou"
"The collapse of the boom in 1888 killed the <project>."	"project_nou"
"Zola <Project> Neo was released on September 19, 2013."	"project_nou"
"The Rehabilitation <Project> was completed in June 2015."	"project_nou"
"The <project> was published as a monograph by Chronicle Books in 2008."	"project_nou"
"This however is a controversial road <project>."	"project_nou"
"She was a freelance worker, but now works for N.E.R.D.S on a currently classified <project>."	"project_nou"
"The <project> implementation was assisted by China for sugarcane cultivation."	"project_nou"
"<Project> Gutenberg has over 52,000 freely available public domain e-books."	"project_nou"
"It moved to the former Swiss Cottage Primary School while awaiting completion of the Barker Road rebuilding <project>."	"project_nou"
"Tango 3.0 is a studio album by the electronic band Gotan <Project>."	"project_nou"
"The Fine Art of Poisoning (2003) short film collaboration/music video <project> with animator Bill Domonkos."	"project_nou"
"Cedar Creek Wind Farm I <Project> Info PDFCedar Creek Wind Farm page, power-technology.com""4th Annual Australian Microcap Investment Conference"" (PDF)."	"project_nou"
"Russell was ultimately fired from the <project> after telling Stigwood he would not do the film without Minnelli."	"project_nou"
"The <project> was led by Day of the Tentacle creator Tim Schafer, who was also its writer and designer."	"project_nou"
"Mario Fiorentino, Piero Maria Lugli, Vincenzo Passarelli and Luigi Piccinato worked with him on this <project>."	"project_nou"
"Students earn a variable number of credit hours based on their year in school and related contribution to the <project>."	"project_nou"
"The aim of this <project> is to double the Chapel's reception capacity."	"project_nou"
"On February 16, 2017 they released their second <project> single ""Don't Recall""."	"project_nou"
"The <project> is now supported by private donation."	"project_nou"
"The first iteration of the <project> was hosted by Alex Boylan."	"project_nou"
"The band is a side <project> of Hocico member Racso Agroyam."	"project_nou"
"This patrimony made difficult for <project> members to claim their right of ownership."	"project_nou"
"The project further provoked a demonstration of local residents demanding cancellation of the <project> on 2 July 2012."	"project_nou"
"Like the Copan Mosaics Project, this <project> also aided the architectural sculpture cataloguing process."	"project_nou"
"The Alversund bridge was the first toll bridge collaboration <project> between the municipalities in the region of Nordhordland."	"project_nou"
"The <project> will be financed by China Exim Bank while construction will be performed by China Construction America (CCA)."	"project_nou"
"In each case, the lawyer facilitates an exchange of obligations that matches the reality of the <project>."	"project_nou"
"Syracuse University <Project> Advance offers courses in Psychology, Public Affairs, Economics, English, Sociology and Speech."	"project_nou"
"Tomaselli is gay and was involved with a <project> called Gay of the Dead."	"project_nou"
"Ringo Lam was the original director, but he left the <project> after a few weeks of filming in Canada."	"project_nou"
"David Childs, one of Silverstein's favorite architects, joined the <project> after Silverstein urged him to do so."	"project_nou"
"Federal funding for the <project> in northern Minnesota was $940,000 in 2003 and nearly $600,000 in 2004."	"project_nou"
